time,x,y,heading_deg,steer_deg,xte,target_idx
170.33,53.233,3.980,0.08,0.69,0.103,797
170.44,53.359,4.017,0.13,-0.84,0.077,798
170.55,53.526,4.026,0.07,-1.23,0.095,798
170.66,53.679,4.005,0.00,-0.18,0.057,799
170.78,53.844,3.990,-0.01,0.44,0.108,799
170.89,53.981,3.978,0.02,0.80,0.061,800
170.99,54.137,3.985,0.06,0.51,0.100,800
171.11,54.275,4.018,0.09,-0.85,0.067,801
171.22,54.450,4.005,0.04,-0.29,0.111,801
171.33,54.558,3.982,0.03,0.61,0.085,802
171.44,54.757,4.026,0.06,-1.20,0.119,802
171.56,54.861,3.985,-0.01,0.56,0.084,803
171.67,55.056,3.990,0.02,0.38,0.113,803
171.79,55.178,4.004,0.05,-0.25,0.068,804
171.89,55.339,4.016,0.03,-0.72,0.095,804
172.01,55.468,4.032,-0.01,-1.17,0.086,805
172.11,55.628,3.963,-0.08,1.68,0.089,805
172.22,55.809,4.011,0.02,-0.46,0.041,806
172.33,55.935,4.000,-0.01,0.03,0.086,806
172.44,56.093,4.003,-0.01,-0.08,0.058,807
172.55,56.246,4.025,-0.01,-1.03,0.099,807
172.67,56.397,4.024,-0.07,-0.77,0.061,808
172.77,56.542,3.970,-0.12,1.48,0.094,808
172.89,56.684,3.997,-0.03,0.18,0.071,809
172.99,56.832,3.983,-0.02,0.74,0.079,809
173.11,56.976,3.981,0.03,0.66,0.083,810
173.21,57.129,3.988,0.07,0.37,0.073,810
173.31,57.273,3.996,0.09,0.00,0.086,810
173.42,57.425,4.003,0.09,-0.29,0.066,811
173.53,57.582,4.002,0.07,-0.18,0.078,812
173.64,57.720,4.014,0.06,-0.70,0.062,812
173.75,57.881,4.014,0.02,-0.53,0.082,813
173.85,58.063,3.976,-0.01,1.04,0.103,813
173.97,58.158,3.997,0.05,0.06,0.106,813
174.07,58.332,4.003,0.05,-0.21,0.068,814
174.17,58.500,4.002,0.04,-0.15,0.066,815
174.28,58.657,3.995,0.03,0.17,0.091,815
174.38,58.774,4.002,0.04,-0.16,0.093,815
174.50,58.939,3.989,0.03,0.40,0.072,816
174.60,59.093,4.018,0.05,-0.74,0.079,817
174.72,59.246,3.986,0.01,0.57,0.077,817
174.81,59.376,4.014,0.04,-0.74,0.097,817
174.91,59.567,4.050,-0.00,-2.09,0.108,818
175.02,59.683,4.055,-0.13,-2.24,0.106,818
175.12,59.834,4.002,-0.26,0.39,0.061,819
175.24,59.999,4.012,-0.24,-0.00,0.077,820
175.34,60.132,4.034,-0.24,-0.93,0.066,820
175.46,60.271,3.998,-0.29,0.66,0.106,820
175.57,60.437,3.972,-0.25,1.60,0.066,821
175.68,60.612,4.005,-0.16,0.10,0.067,822
175.79,60.741,3.988,-0.15,0.75,0.063,822
175.90,60.898,4.001,-0.11,0.16,0.083,823
176.01,61.012,3.989,-0.10,0.62,0.033,823
176.11,61.198,4.013,-0.06,-0.37,0.086,824
176.22,61.358,3.955,-0.08,2.01,0.088,824
176.33,61.494,4.009,0.04,-0.51,0.092,824
176.44,61.636,4.011,0.01,-0.46,0.052,825
176.55,61.767,3.992,-0.02,0.37,0.121,825
176.65,61.917,4.010,0.00,-0.42,0.032,826
176.76,62.101,4.000,-0.02,0.06,0.087,826
176.87,62.235,4.014,-0.02,-0.52,0.048,827
176.98,62.395,4.007,-0.05,-0.20,0.096,827
177.08,62.527,3.998,-0.06,0.19,0.036,828
177.19,62.714,4.007,-0.05,-0.16,0.079,829
177.30,62.834,3.949,-0.06,2.16,0.066,829
177.40,62.972,4.000,0.07,-0.14,0.123,829
177.51,63.129,4.010,0.06,-0.51,0.036,830
177.61,63.283,4.007,0.03,-0.37,0.113,830
177.72,63.401,3.996,0.01,0.13,0.007,831
177.84,63.595,3.993,0.02,0.27,0.104,831
177.95,63.722,3.988,0.03,0.40,0.027,832
178.06,63.888,3.986,0.06,0.51,0.112,832
178.17,64.039,3.990,0.09,0.23,0.040,833
178.28,64.217,4.031,0.10,-1.62,0.090,833
178.39,64.317,3.997,0.01,0.11,0.016,834
178.50,64.488,4.031,0.01,-1.43,0.120,834
178.61,64.668,4.034,-0.07,-1.27,0.072,835
178.71,64.766,3.980,-0.15,1.15,0.141,835
178.83,64.929,3.998,-0.08,0.21,0.023,836
178.93,65.078,4.012,-0.07,-0.38,0.130,836
179.03,65.264,4.023,-0.09,-0.77,0.061,837
179.14,65.408,3.976,-0.14,1.36,0.104,837
179.24,65.518,3.997,-0.05,0.22,0.009,838
179.35,65.690,3.992,-0.04,0.44,0.122,838
179.46,65.816,4.001,-0.01,-0.03,0.004,839
179.57,65.972,4.040,-0.02,-1.74,0.147,839
179.68,66.106,4.015,-0.12,-0.37,0.017,840
179.79,66.277,3.986,-0.14,0.91,0.139,840
179.90,66.445,3.995,-0.09,0.38,0.031,841
180.01,66.574,3.993,-0.07,0.44,0.144,841
180.11,66.760,3.964,-0.04,1.53,0.056,842
180.22,66.895,3.989,0.05,0.38,0.124,842
180.34,67.064,3.986,0.08,0.42,0.048,843
180.45,67.157,4.001,0.10,-0.24,0.138,843
180.56,67.331,4.014,0.09,-0.69,0.017,844
180.67,67.476,4.003,0.04,-0.22,0.147,844
180.79,67.638,3.981,0.03,0.68,0.024,845
180.89,67.761,4.012,0.07,-0.65,0.139,845
181.00,67.944,4.016,0.03,-0.71,0.025,846
181.11,68.083,3.985,-0.01,0.67,0.144,846
181.22,68.208,3.985,0.03,0.52,0.024,847
181.33,68.360,4.007,0.06,-0.43,0.134,847
181.44,68.521,3.995,0.04,0.13,0.009,848
181.56,68.708,3.992,0.04,0.28,0.123,848
181.67,68.846,3.991,0.06,0.24,0.018,849
181.79,69.004,4.011,0.08,-0.63,0.128,849
181.88,69.129,3.995,0.04,0.12,0.006,850
181.99,69.330,4.006,0.05,-0.37,0.105,850
182.09,69.431,4.010,0.02,-0.44,0.011,851
182.20,69.558,4.021,-0.00,-0.91,0.126,851
182.31,69.756,3.979,-0.06,0.93,0.029,852
182.41,69.851,4.022,-0.00,-0.91,0.118,852
182.51,70.033,3.994,-0.06,0.33,0.007,853
182.62,70.183,3.974,-0.04,1.20,0.147,853
182.74,70.343,4.011,0.04,-0.50,0.012,854
182.84,70.500,4.011,0.01,-0.50,0.142,854
182.95,70.646,3.987,-0.02,0.56,0.014,855
183.05,70.826,4.007,0.01,-0.33,0.117,855
183.16,70.920,4.003,-0.01,-0.10,0.024,856
183.27,71.080,4.010,-0.02,-0.42,0.137,856
183.39,71.225,3.997,-0.04,0.18,0.021,857
183.50,71.413,4.026,-0.03,-1.07,0.137,857
183.61,71.521,3.991,-0.09,0.51,0.028,858
183.72,71.695,3.970,-0.06,1.42,0.151,858
183.83,71.800,3.964,0.02,1.30,0.060,859
183.94,71.992,4.007,0.10,-0.50,0.143,859
184.05,72.103,3.983,0.07,0.51,0.051,860
184.15,72.264,3.987,0.10,0.34,0.114,860
184.25,72.415,3.997,0.12,-0.12,0.038,861
184.36,72.567,4.004,0.11,-0.41,0.114,861
184.47,72.755,4.024,0.09,-1.10,0.024,862
184.57,72.914,3.985,0.02,0.62,0.143,862
184.67,73.060,4.007,0.06,-0.37,0.007,863
184.78,73.161,3.998,0.04,0.01,0.105,863
184.88,73.288,4.008,0.04,-0.37,0.071,864
184.99,73.467,3.993,0.02,0.28,0.109,864
185.10,73.638,4.016,0.03,-0.66,0.027,865
185.21,73.771,3.967,-0.01,1.39,0.116,865
185.32,73.956,4.006,0.08,-0.37,0.008,866
185.44,74.068,3.995,0.06,0.12,0.106,866
185.55,74.239,3.991,0.06,0.22,0.026,867
185.66,74.396,4.009,0.08,-0.53,0.133,867
185.77,74.523,3.994,0.04,0.15,0.044,868
185.88,74.677,3.989,0.05,0.35,0.111,868
185.99,74.837,3.995,0.07,0.07,0.031,869
186.09,75.012,3.953,0.08,1.87,0.152,869
186.21,75.109,4.016,0.19,-0.95,0.063,870
186.33,75.268,3.988,0.13,0.23,0.099,870
186.44,75.440,4.039,0.15,-1.75,0.050,871
186.56,75.602,3.987,0.04,0.46,0.131,871
186.66,75.714,3.977,0.07,0.73,0.064,872
186.78,75.844,4.003,0.11,-0.32,0.071,872
186.89,76.049,3.988,0.09,0.28,0.029,873
186.99,76.200,4.066,0.11,-3.02,0.140,873
187.11,76.298,3.999,-0.07,0.16,0.079,874
187.21,76.489,3.969,-0.06,1.41,0.116,874
187.32,76.654,4.006,0.02,-0.28,0.026,875
187.43,76.778,3.982,0.01,0.74,0.100,875
187.53,76.976,4.047,0.05,-1.92,0.048,876
187.64,77.069,4.004,-0.06,-0.05,0.088,876
187.74,77.204,4.016,-0.07,-0.45,0.081,877
187.86,77.374,4.012,-0.09,-0.32,0.092,877
187.96,77.517,4.015,-0.11,0.13,0.070,879
188.07,77.680,3.987,-0.11,1.25,0.096,879
188.18,77.835,3.977,-0.03,2.74,0.057,880
188.29,77.996,3.979,0.13,2.71,0.111,880
188.40,78.155,4.030,0.30,2.56,0.045,881
188.50,78.294,3.977,0.45,4.73,0.108,881
188.61,78.456,4.006,0.73,5.86,0.035,882
188.72,78.604,3.973,1.09,7.25,0.117,882
188.82,78.714,3.995,1.52,6.19,0.079,882
188.93,78.896,4.017,1.90,8.43,0.105,883
189.04,79.041,4.017,2.41,8.64,0.056,883
189.15,79.201,4.019,2.93,11.84,0.108,884
189.27,79.299,4.025,3.65,11.38,0.100,884
189.38,79.487,4.061,4.34,13.76,0.109,885
189.49,79.666,4.051,5.18,17.56,0.060,886
189.59,79.768,4.082,6.27,16.28,0.107,886
189.70,79.968,4.060,7.28,20.73,0.068,887
189.82,80.069,4.114,8.58,18.82,0.133,887
189.92,80.222,4.107,9.75,20.02,0.130,887
190.02,80.394,4.197,11.00,20.90,0.201,888
190.12,80.557,4.177,12.31,24.72,0.144,889
190.23,80.637,4.192,13.90,23.71,0.143,889
190.33,80.837,4.232,15.41,26.55,0.152,890
190.44,80.929,4.258,17.12,25.65,0.145,890
190.54,81.104,4.327,18.77,27.41,0.180,891
190.65,81.220,4.361,20.56,27.07,0.162,891
190.77,81.365,4.432,22.31,26.88,0.200,891
190.89,81.531,4.510,24.06,28.81,0.199,892
190.99,81.721,4.576,25.95,31.30,0.157,893
191.10,81.804,4.599,28.04,30.49,0.153,893
191.21,81.899,4.671,30.06,29.39,0.193,893
191.33,82.068,4.752,32.00,31.51,0.151,894
191.44,82.176,4.866,34.10,31.42,0.182,895
191.55,82.318,4.933,36.20,32.14,0.154,895
191.67,82.434,5.020,38.36,32.06,0.151,895
191.78,82.540,5.098,40.52,32.45,0.126,896
191.88,82.666,5.220,42.70,32.77,0.141,896
191.98,82.766,5.313,44.92,32.97,0.124,897
192.09,82.890,5.441,47.15,33.79,0.123,898
192.19,82.945,5.501,49.45,32.53,0.099,898
192.29,83.067,5.642,51.64,33.38,0.139,898
192.40,83.184,5.734,53.90,34.22,0.056,899
192.50,83.261,5.843,56.24,33.90,0.148,899
192.62,83.320,5.989,58.55,33.44,0.065,900
192.72,83.426,6.120,60.82,34.33,0.134,900
192.84,83.503,6.262,63.17,34.46,0.042,901
192.94,83.562,6.398,65.53,34.30,0.135,901
193.05,83.620,6.536,67.87,34.18,0.031,902
193.15,83.666,6.670,70.21,33.90,0.154,902
193.25,83.708,6.795,72.52,33.51,0.030,903
193.37,83.784,6.962,74.80,34.67,0.152,903
193.48,83.848,7.100,77.17,34.90,0.039,904
193.59,83.841,7.242,79.57,33.93,0.134,904
193.71,83.913,7.379,81.88,35.00,0.066,904
193.81,83.878,7.556,84.29,33.80,0.137,905
193.93,83.918,7.647,86.59,33.43,0.092,905
194.04,83.940,7.849,88.86,34.49,0.128,906
194.14,83.943,7.983,91.22,34.23,0.084,906
194.25,83.915,8.113,93.56,33.04,0.073,907
194.36,83.925,8.313,95.80,34.62,0.078,907
194.47,83.909,8.408,98.17,33.07,0.069,908
194.59,83.863,8.574,100.41,33.07,0.107,908
194.69,83.856,8.735,102.65,33.58,0.081,909
194.81,83.786,8.864,104.93,32.55,0.119,909
194.92,83.787,9.017,107.13,33.32,0.069,910
195.04,83.728,9.147,109.39,32.82,0.151,910
195.15,83.689,9.266,111.60,32.31,0.052,911
195.25,83.649,9.416,113.78,32.85,0.149,911
195.37,83.527,9.573,116.00,32.53,0.021,912
195.48,83.525,9.740,118.19,34.13,0.183,912
195.59,83.390,9.822,120.52,31.98,0.025,913
195.69,83.363,9.973,122.67,33.09,0.139,913
195.80,83.252,10.084,124.91,32.41,0.053,913
195.90,83.198,10.240,127.09,33.49,0.142,914
196.02,83.090,10.374,129.36,33.88,0.082,914
196.12,82.994,10.446,131.67,32.29,0.098,915
196.24,82.898,10.572,133.84,32.82,0.093,915
196.35,82.828,10.694,136.06,33.06,0.113,916
196.47,82.712,10.817,138.30,33.67,0.134,916
196.57,82.591,10.864,140.59,31.86,0.065,917
196.69,82.461,10.937,142.73,31.26,0.139,917
196.79,82.350,11.083,144.81,40.00,0.085,918
196.89,82.215,11.123,147.70,40.00,0.146,918
197.01,82.102,11.239,150.58,40.00,0.067,918
197.12,81.960,11.326,153.47,40.00,0.153,918
197.23,81.832,11.345,156.35,40.00,0.027,918
197.33,81.680,11.416,159.24,40.00,0.152,918
197.46,81.552,11.533,162.12,40.00,0.071,918
197.57,81.453,11.551,165.01,40.00,0.110,918
197.67,81.271,11.598,167.89,40.00,0.044,918
197.79,81.150,11.570,170.77,40.00,0.082,918
197.89,81.001,11.633,173.66,40.00,0.077,918
198.01,80.844,11.664,176.54,40.00,0.087,918
198.11,80.610,11.695,179.43,40.00,0.036,918
198.21,80.553,11.647,-177.69,40.00,0.107,918
198.32,80.361,11.650,-174.80,40.00,0.125,918
198.42,80.240,11.643,-171.92,40.00,0.143,918
198.54,80.073,11.607,-169.03,40.00,0.187,918
198.64,79.922,11.608,-166.15,40.00,0.188,918
198.75,79.781,11.580,-163.26,40.00,0.296,918
198.86,79.636,11.497,-160.38,40.00,0.460,918
198.97,79.488,11.492,-157.49,40.00,0.586,918
199.07,79.360,11.420,-154.61,40.00,0.733,918
199.17,79.236,11.366,-151.73,40.00,0.868,918
199.27,79.115,11.268,-148.84,40.00,1.022,918
199.38,78.952,11.185,-145.96,40.00,1.204,918
199.49,78.812,11.144,-143.07,40.00,1.347,918
199.60,78.717,11.011,-140.19,40.00,1.495,918
199.70,78.620,10.898,-137.30,40.00,1.637,918
199.82,78.515,10.838,-134.42,40.00,1.758,918
199.94,78.385,10.710,-131.53,40.00,1.937,918
200.04,78.296,10.628,-128.65,40.00,2.056,918
200.15,78.225,10.479,-125.76,40.00,2.200,918
200.25,78.111,10.360,-122.88,40.00,2.362,918
200.35,78.024,10.228,-119.99,36.56,2.512,917
200.46,77.950,10.123,-117.45,37.26,2.635,917
200.57,77.855,9.975,-114.83,37.13,2.802,917
200.67,77.832,9.822,-112.23,36.59,2.920,917
200.78,77.780,9.724,-109.68,37.39,3.025,917
200.89,77.697,9.557,-107.05,37.13,3.200,917
200.99,77.708,9.394,-104.45,36.60,3.307,917
201.10,77.632,9.282,-101.89,16.30,3.282,926
201.21,77.532,9.132,-100.89,18.16,3.132,926
201.32,77.597,8.932,-99.76,15.75,2.932,926
201.44,77.536,8.802,-98.79,16.88,2.803,926
201.55,77.517,8.686,-97.75,16.58,2.687,926
201.65,77.501,8.474,-96.72,-10.05,2.475,928
201.76,77.466,8.392,-97.33,-20.53,2.395,929
201.87,77.498,8.189,-98.62,-38.34,2.191,931
201.97,77.462,8.056,-101.34,-40.00,2.060,932
202.08,77.389,7.942,-104.22,-40.00,1.944,932
202.20,77.359,7.793,-107.11,-40.00,1.795,933
202.31,77.334,7.651,-109.99,-40.00,1.652,934
202.42,77.294,7.531,-112.88,-40.00,1.531,934
202.53,77.188,7.363,-115.76,-40.00,1.366,935
202.64,77.152,7.226,-118.65,-40.00,1.233,935
202.75,77.081,7.075,-121.53,-40.00,1.080,936
202.86,76.977,7.003,-124.42,-40.00,1.003,936
202.96,76.916,6.862,-127.30,-40.00,0.865,936
203.06,76.812,6.742,-130.18,-40.00,0.753,937
203.17,76.741,6.611,-133.07,-40.00,0.614,937
203.28,76.624,6.496,-135.95,-40.00,0.499,938
203.39,76.533,6.450,-138.84,-40.00,0.473,938
203.50,76.391,6.280,-141.72,-40.00,0.280,939
203.61,76.303,6.235,-144.61,-40.00,0.246,939
203.72,76.170,6.111,-147.49,-40.00,0.145,939
203.84,76.022,6.022,-150.38,-40.00,0.058,940
203.94,75.921,5.978,-153.26,-40.00,0.149,940
204.04,75.788,5.896,-156.15,-38.77,0.105,941
204.16,75.636,5.812,-158.91,-39.54,0.233,941
204.27,75.539,5.767,-161.74,-35.00,0.242,942
204.37,75.373,5.733,-164.15,-35.06,0.285,942
204.48,75.219,5.736,-166.56,-30.22,0.268,943
204.59,75.053,5.679,-168.57,-31.17,0.342,943
204.70,74.891,5.667,-170.65,-26.93,0.334,944
204.81,74.753,5.635,-172.39,-27.08,0.382,944
204.92,74.589,5.571,-174.15,-24.65,0.429,945
205.02,74.482,5.566,-175.73,-23.82,0.442,945
205.12,74.354,5.549,-177.25,-23.76,0.460,945
205.24,74.177,5.557,-178.76,-19.36,0.452,946
205.34,74.021,5.550,-179.97,-19.66,0.454,946
205.46,73.909,5.528,178.81,-15.90,0.475,947
205.57,73.693,5.568,177.83,-11.92,0.433,948
205.68,73.539,5.578,177.10,-11.87,0.440,948
205.79,73.417,5.512,176.38,-14.59,0.492,948
205.89,73.285,5.585,175.48,-8.17,0.422,949
205.99,73.139,5.569,174.99,-9.32,0.438,949
206.09,72.961,5.611,174.43,-5.39,0.401,950
206.20,72.843,5.627,174.10,-5.08,0.383,950
206.30,72.681,5.637,173.80,-3.03,0.371,951
206.42,72.575,5.635,173.61,-3.50,0.385,951
206.53,72.340,5.628,173.40,-2.90,0.388,952
206.64,72.232,5.729,173.23,1.15,0.283,952
206.75,72.137,5.749,173.30,2.57,0.251,953
206.86,71.939,5.718,173.45,0.25,0.296,953
206.98,71.779,5.760,173.47,2.52,0.251,954
207.09,71.640,5.743,173.62,1.05,0.273,954
207.20,71.523,5.757,173.68,2.16,0.244,955
207.30,71.312,5.785,173.81,3.17,0.225,956
207.40,71.176,5.808,174.00,3.49,0.204,956
207.50,71.022,5.855,174.21,5.01,0.165,957
207.62,70.884,5.840,174.51,3.84,0.170,957
207.72,70.720,5.839,174.74,3.50,0.179,958
207.83,70.591,5.845,174.95,3.23,0.162,958
207.94,70.426,5.893,175.15,4.79,0.137,958
208.04,70.305,5.895,175.44,4.33,0.110,959
208.15,70.148,5.917,175.70,4.79,0.138,959
208.26,70.012,5.932,175.99,4.76,0.073,960
208.36,69.871,5.936,176.27,4.48,0.149,960
208.47,69.689,5.923,176.54,3.37,0.090,961
208.58,69.534,5.948,176.74,4.11,0.113,961
208.69,69.400,5.947,176.99,3.47,0.063,962
208.79,69.249,5.945,177.20,3.06,0.129,962
208.90,69.096,5.945,177.38,2.70,0.066,963
209.01,68.958,5.956,177.55,2.89,0.135,963
209.12,68.793,5.983,177.72,3.56,0.041,964
209.24,68.644,5.982,177.93,3.27,0.117,964
209.35,68.475,5.996,178.13,3.34,0.053,965
209.45,68.348,5.995,178.33,3.06,0.122,965
209.56,68.218,5.998,178.51,2.64,0.009,966
209.67,68.031,6.034,178.67,4.15,0.112,966
209.78,67.885,5.974,178.92,0.98,0.047,967
209.89,67.757,6.024,178.98,3.03,0.137,967
209.99,67.592,6.045,179.16,3.35,0.055,968
210.10,67.431,5.995,179.36,1.05,0.110,968
210.21,67.288,6.058,179.43,3.37,0.067,969
210.32,67.134,6.043,179.63,2.64,0.123,969
210.44,67.022,6.033,179.79,1.68,0.034,970
210.54,66.863,6.019,179.89,1.02,0.147,970
210.64,66.672,6.025,179.95,1.11,0.052,971
210.74,66.536,6.002,-179.98,0.07,0.121,971
210.86,66.377,6.025,-179.98,0.95,0.045,972
210.96,66.252,6.027,-179.92,1.05,0.142,972
211.07,66.062,6.015,-179.86,0.36,0.053,973
211.18,65.943,5.982,-179.84,-1.14,0.133,973
211.29,65.799,6.028,-179.90,0.91,0.030,974
211.40,65.646,6.037,-179.85,1.32,0.142,974
211.51,65.484,6.011,-179.77,0.02,0.028,975
211.62,65.305,6.024,-179.77,0.61,0.100,975
211.73,65.186,6.022,-179.73,0.36,0.030,976
211.84,65.063,6.037,-179.71,1.02,0.149,976
211.95,64.897,5.991,-179.65,-0.99,0.012,977
212.06,64.750,5.970,-179.71,-1.87,0.149,977
212.18,64.609,6.003,-179.82,-0.20,0.006,978
212.29,64.448,6.016,-179.83,0.35,0.147,978
212.41,64.317,6.002,-179.81,-0.25,0.016,979
212.51,64.161,5.991,-179.83,-0.74,0.141,979
212.62,64.032,6.029,-179.87,0.86,0.043,980
212.73,63.819,5.989,-179.82,-0.86,0.122,980
212.84,63.679,6.016,-179.87,0.38,0.024,981
212.94,63.531,6.007,-179.85,0.01,0.135,981
213.04,63.392,6.031,-179.85,0.93,0.031,982
213.14,63.240,6.017,-179.79,0.34,0.146,982
213.26,63.078,6.018,-179.77,0.30,0.025,983
213.37,62.933,6.016,-179.75,0.21,0.142,983
213.47,62.807,5.975,-179.74,-1.45,0.029,984
213.58,62.667,6.058,-179.83,2.16,0.139,984
213.69,62.513,5.967,-179.70,-1.79,0.039,985
213.80,62.322,6.009,-179.81,0.01,0.134,985
213.90,62.203,6.001,-179.81,-0.32,0.014,986
214.01,62.025,5.977,-179.82,-1.36,0.140,986
214.12,61.853,6.000,-179.91,-0.16,0.034,987
214.22,61.718,6.009,-179.92,0.24,0.133,987
214.34,61.587,6.019,-179.90,0.54,0.019,988
214.44,61.407,6.025,-179.87,0.87,0.127,988
214.55,61.288,5.989,-179.82,-0.77,0.012,989
214.66,61.139,6.024,-179.86,0.78,0.146,989
214.76,60.998,5.975,-179.82,-1.28,0.030,990
214.88,60.840,5.988,-179.89,-0.74,0.142,990
214.99,60.682,5.968,-179.94,-1.37,0.032,991
215.10,60.542,6.032,179.98,1.40,0.141,991
215.22,60.416,5.971,-179.94,-1.21,0.048,992
215.33,60.241,6.010,179.99,0.47,0.137,992
215.43,60.070,6.026,-179.98,0.97,0.026,993
215.54,59.949,6.014,-179.92,0.44,0.127,993
215.64,59.781,5.993,-179.90,-0.45,0.010,994
215.75,59.670,6.002,-179.92,-0.05,0.104,994
215.86,59.517,6.010,-179.93,0.25,0.047,995
215.97,59.371,5.966,-179.91,-1.61,0.107,995
216.07,59.196,5.993,179.99,-0.27,0.027,996
216.19,59.063,5.989,179.98,-0.42,0.107,996
216.30,58.899,5.981,179.95,-0.65,0.037,997
216.42,58.797,6.027,179.91,1.25,0.076,997
216.54,58.586,5.953,179.99,-1.78,0.051,998
216.65,58.459,6.012,179.88,0.74,0.108,998
216.76,58.304,6.015,179.92,0.71,0.042,999
216.86,58.124,6.015,179.97,0.70,0.141,999
216.98,58.004,6.006,-179.99,0.22,0.042,1000
217.09,57.822,6.002,-179.98,0.02,0.140,1000
217.20,57.679,6.020,-179.98,0.71,0.027,1001
217.30,57.574,5.974,-179.93,-1.20,0.090,1001
217.41,57.376,6.000,179.99,0.03,0.018,1002
217.51,57.265,5.983,180.00,-0.70,0.095,1002
217.62,57.109,6.013,179.95,0.59,0.054,1003
217.73,56.925,6.018,179.99,0.80,0.132,1003
217.84,56.806,5.983,-179.96,-0.68,0.054,1004
217.95,56.666,6.004,180.00,0.18,0.089,1004
218.05,56.509,6.009,-179.99,0.32,0.056,1005
218.16,56.353,6.005,-179.97,0.18,0.100,1005
218.27,56.179,5.974,-179.96,-1.06,0.038,1006
218.37,56.030,6.010,179.97,0.47,0.121,1006
218.49,55.885,5.994,-180.00,-0.24,0.037,1007
218.59,55.720,6.024,179.99,1.06,0.131,1007
218.71,55.590,5.972,-179.95,-1.15,0.051,1008
218.81,55.459,5.998,179.98,-0.06,0.088,1008
218.91,55.270,6.028,179.98,1.10,0.037,1009
219.02,55.141,5.982,-179.96,-0.84,0.106,1009
219.12,55.021,5.977,179.99,-0.85,0.081,1010
219.23,54.849,5.976,179.94,-0.90,0.097,1010
219.34,54.696,5.972,179.89,-0.86,0.062,1011
219.44,54.555,5.991,179.84,-0.08,0.087,1011
219.54,54.424,5.983,179.83,-0.32,0.086,1012
219.65,54.246,5.997,179.81,0.24,0.094,1012
219.75,54.116,5.957,179.83,-1.28,0.089,1013
219.86,53.960,6.005,179.75,0.69,0.078,1013
219.97,53.778,6.009,179.79,0.70,0.043,1014
220.07,53.602,6.003,179.83,0.47,0.133,1014
220.17,53.497,6.042,179.86,1.80,0.075,1015
220.27,53.340,6.042,179.97,1.79,0.103,1015
220.39,53.220,6.047,-179.92,2.00,0.099,1015
220.50,53.083,6.022,-179.80,0.51,0.053,1016
220.60,52.905,6.011,-179.77,0.01,0.076,1017
220.71,52.760,6.030,-179.77,0.80,0.077,1017
220.82,52.571,5.952,-179.72,-2.31,0.064,1018
220.92,52.472,5.999,-179.86,-0.32,0.057,1018
221.02,52.290,5.971,-179.88,-1.31,0.070,1019
221.13,52.166,5.979,-179.96,-0.94,0.064,1019
221.24,51.994,5.997,179.98,-0.07,0.069,1020
221.34,51.818,6.024,179.98,1.04,0.109,1020
221.45,51.706,6.035,-179.96,1.21,0.091,1021
221.55,51.494,5.981,-179.88,-1.03,0.130,1021
221.67,51.430,5.971,-179.95,-1.40,0.113,1021
221.78,51.258,6.003,179.97,0.19,0.063,1022
221.88,51.074,6.009,179.98,0.37,0.056,1023
221.99,50.953,6.020,-180.00,0.79,0.068,1023
222.10,50.809,6.007,-179.95,0.23,0.093,1023
222.22,50.651,5.992,-179.93,-0.43,0.066,1024
222.34,50.473,5.980,-179.96,-0.81,0.061,1025
222.45,50.363,6.002,179.99,0.08,0.052,1025
222.56,50.219,6.018,180.00,0.83,0.107,1025
222.66,50.032,5.995,-179.95,-0.31,0.081,1026
222.77,49.904,6.037,-179.97,1.65,0.100,1026
222.89,49.724,5.978,-179.87,-1.17,0.091,1027
223.00,49.610,5.965,-179.94,-1.71,0.107,1027
223.11,49.453,6.013,179.95,0.60,0.058,1028
223.21,49.284,5.999,179.99,-0.01,0.076,1029
223.32,49.129,5.988,179.99,-0.46,0.079,1029
223.42,48.990,6.018,179.96,0.72,0.086,1030
223.52,48.851,6.044,-180.00,1.78,0.070,1030
223.64,48.717,6.027,-179.89,0.97,0.116,1030
223.75,48.553,6.021,-179.83,0.54,0.055,1031
223.87,48.405,5.980,-179.80,-1.29,0.105,1031
223.98,48.266,5.987,-179.88,-0.77,0.038,1032
224.09,48.142,6.013,-179.92,0.40,0.142,1032
224.20,47.950,5.996,-179.90,-0.36,0.050,1033
224.32,47.781,5.986,-179.92,-0.64,0.083,1034
224.44,47.631,6.021,-179.96,0.76,0.070,1034
224.55,47.459,6.020,-179.91,0.58,0.066,1035
224.65,47.352,6.024,-179.88,0.74,0.050,1035
224.74,47.185,5.977,-179.83,-1.38,0.094,1035
224.85,47.024,6.001,-179.92,-0.10,0.070,1036
224.97,46.877,5.974,-179.92,-1.34,0.089,1036
225.07,46.749,5.954,180.00,-1.84,0.064,1037
225.19,46.566,6.008,179.89,0.50,0.076,1038
225.29,46.460,5.998,179.92,0.07,0.031,1038
225.39,46.280,6.015,179.92,0.84,0.092,1038
225.50,46.175,5.987,179.97,-0.46,0.019,1039
225.60,45.953,6.025,179.94,1.03,0.071,1040
225.70,45.859,5.969,-179.99,-1.22,0.042,1040
225.81,45.684,5.992,179.93,-0.21,0.100,1040
225.92,45.529,5.975,179.92,-0.86,0.061,1041
226.04,45.361,5.977,179.87,-0.62,0.081,1042
226.14,45.233,6.000,179.83,0.30,0.050,1042
226.25,45.075,5.998,179.85,0.21,0.094,1042
226.37,44.958,6.011,179.86,0.70,0.026,1043
